id,Class,Tags,Combined,Archetype,Base Feature,Level,Class Ability,Description,,Img
,Paladin,"[[""Paladin""],[""Empyreal Knight""]]",Paladin (Empyreal Knight),Empyreal Knight,<id-00015,3,Celestial Heart,"<p>As an empyreal knight advances, her ties with the celestial realms grant her a portion of the abilities and defenses of true angels. At 3rd level, she gains resistance 5 against acid, cold, and electricity. At 6th level, she gains a +4 racial bonus on saves against poison. At 9th level, her defenses improve to resistance 10 against acid, cold, and electricity. At 12th level, she gains immunity to petrification.</p><p>At 15th level, she gains truespeech, the ability to speak with any creature that has a language as though using a tongues spell. This ability functions with a caster level equal to her character level, and is always active.</p><p>At 18th level, as a swift action, the empyreal knight can manifest a protective aura against evil. Against abilities or effects created by evil creatures, this ability provides a +4 deflection bonus to AC and a +4 resistance bonus on saving throws to anyone within 20 feet of her. It otherwise functions as a magic circle against evil. She can use this ability for a maximum of 1 round per day per paladin level. These rounds do not need to be consecutive. These abilities replace mercy.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Oath of the People's Council""]]",Paladin (Oath of the People's Council),Oath of the People's Council,<id-00028,20,Champion of Andoran,"<p>At 20th level, an oathbound paladin becomes a champion of the people of Andoran. Her DR increases to 10/evil. Whenever she uses her stirring monologue, up to four creatures (including the paladin herself ) affected by the monologue gain SR 30 against spells with the evil descriptor or spell-like abilities cast by evil outsiders or undead. Weapons wielded by those affected by her stirring monologue are treated as good, silver, and cold iron for the purpose of overcoming damage reduction. In addition, whenever the oathbound paladin channels positive energy or uses lay on hands to heal a creature, she heals it the maximum possible amount.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Invigorator""]]",Paladin (Invigorator),Invigorator,<id-00028,20,Champion of Life,"<p>An invigorator's holy resolve can sometimes overcome death-or smite the horror that is undeath. At 20th level, three times per day as a standard action, an invigorator can use breath of life as a spell-like ability, using her paladin level as her caster level. Creatures brought back to life with this ability do not suffer the normal temporary negative level the spell imposes.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Faithful Wanderer""]]",Paladin (Faithful Wanderer),Faithful Wanderer,<id-00028,5,Champion's Bond,"<p>At 5th level, a faithful wanderer must choose the weapon option of her divine bond class feature. At 20th level, whenever her divine bond is active, she gains several additional benefits, as follows: Her DR improves to 5/-. Additionally, if she rolls a natural 20 on an attack roll against an evil outsider and confirms the critical hit, the outsider is also subject to banishment, using the faithful wanderer's paladin level as the caster level (her weapon and holy symbol automatically count as objects that the subject hates). Finally, whenever she uses lay on hands to heal herself, she heals the maximum possible amount of hit points.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Hospitaler""]]",Paladin (Hospitaler),Hospitaler,<id-00021,4,Channel Positive Energy,"<p>When a hospitaler reaches 4th level, she gains the ability to channel positive energy as a cleric equal to her paladin level -3. She can use this ability a number of times per day equal to 3 + her Charisma modifier. Using this ability does not expend uses of lay on hands, as it does with other paladins. This replaces the standard paladin's channel positive energy ability.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Oath of Vengeance""]]",Paladin (Oath of Vengeance),Oath of Vengeance,<id-00021,4,Channel Wrath,"<p>When an oathbound paladin reach 4th level, she can spend two uses of her lay on hands ability to gain an extra use of smite evil that day. This ability has no effect for a paladin who does not have the smite evil ability. This ability replaces channel positive energy.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Oath of Charity""]]",Paladin (Oath of Charity),Oath of Charity,<id-00029,2,Charitable Hands,"<p>At 2nd level, a paladin with this oath heals 50% less when she uses lay on hands on herself, but 50% more than the normal amount when she uses it to heal others. Using lay on hands to harm undead deals the normal amount of damage. This ability otherwise works like and replaces lay on hands.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Oath of Charity""]]",Paladin (Oath of Charity),Oath of Charity,<id-00023,5,Charitable Mercy,"<p>At 5th level, a paladin with this oath is more flexible with her mercies than other paladins. At the start of each day, a paladin with this oath can select her mercies anew from the list of available mercies. This ability replaces divine bond.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Oath against Corruption""]]",Paladin (Oath against Corruption),Oath against Corruption,<id-00025,11,Cleansing Flame,"<p>At 11th level, you may expend two uses of your smite evil ability to ignite your weapon with a cleansing blue flame for 1 minute. This flame sheds light as a torch. Aberrations within 20 feet of the flame take a -4 penalty on attack rolls against you and your allies, and your allies within 20 feet of the flame gain a +2 sacred bonus on saving throws against spells and effects from aberrations. This ability replaces aura of justice.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Dusk Knight""]]",Paladin (Dusk Knight),Dusk Knight,<id-00024,8,Cloak of Shadow,"<p>At 8th level, a dusk knight becomes adept at moving through darkness. She ignores her armor penalty when attempting Stealth checks and gains a bonus on Stealth checks equal to half her paladin level while in areas of dim light or darkness.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Dusk Knight""]]",Paladin (Dusk Knight),Dusk Knight,<id-00025,11,Clouding Smite,"<p>At 11th level, a dusk knight's smite impairs her foe's abilities in the dark. When a dusk knight successfully smites a foe, she reduces the target's darkvision by 60 feet for the duration of the smite. If the target has the see in darkness ability, it must succeed at a Fortitude save or lose this ability for the duration of the smite. The save DC is equal to 10 + 1/2 the dusk knight's paladin level + her Charisma modifier.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Iroran Paladin""]]",Paladin (Iroran Paladin),Iroran Paladin,<id-00030,1,Confident Defense,"<p>At 1st level, when wearing light or no armor and not using a shield, an Iroran paladin adds 1 point of his Charisma bonus (if any) per class level to his Dexterity bonus to his Armor Class. If he is caught flat-footed or otherwise denied his Dexterity bonus, he also loses this bonus. This ability replaces his proficiency with medium armor, heavy armor, and shields.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Scion of Talmandor""]]",Paladin (Scion of Talmandor),Scion of Talmandor,<id-00024,8,Consensus,"<p>At 8th level, twice per day as a swift action during the first full round of combat, a scion of Talmandor can take a vote from a number of allies equal to or less than 3 + the scion's Charisma modifier, all of whom must be within 30 feet of the scion of Talmandor. In initiative order, each ally can vote for Freedom, Justice, or Responsibility. Allies who vote receive a +2 sacred bonus either on attack rolls (if Justice wins), on saving throws (if Freedom wins), or to Armor Class (if Responsibility wins) until the end of combat. The scion of Talmandor votes last, and in the case of a tie, her vote breaks the tie.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Divine Guardian""]]",Paladin (Divine Guardian),Divine Guardian,<id-00030,3,Courageous Defense,"<p>At 3rd level a divine guardian can intercept attacks directed at the target of her divine troth as if she had the BodyguardAPG and In Harm's WayAPG feats. The divine guardian's aura of courage does not grant a bonus to allies within 10 feet, but still grants her immunity to fear effects. This ability modifies aura of courage.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Stonelord""]]",Paladin (Stonelord),Stonelord,<id-00022,4,Defensive Stance,"<p>At 4th level, a stonelord gains the defensive stance ability, as a stalwart defender (Advanced Player's Guide 277), and may select one defensive power at 8th level and every four levels thereafter. Levels of stalwart defender stack with her paladin levels when determining the total number of rounds that she can maintain her defensive stance per day. A stonelord does not gain any spells or spellcasting abilities, does not have a caster level, and cannot use spell trigger or spell completion magic items.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Chosen One""]]",Paladin (Chosen One),Chosen One,<id-00032,1,Delayed Grace,"<p>A chosen one begins her adventuring career without fully understanding her true potential. The chosen one uses the Barbarian, Rogue, Sorcerer column on Table 7-1 on page 169 of the Pathfinder RPG Core Rulebook to calculate her typical starting age. She receives the smite evil ability at 2nd level and the divine grace ability at 4th level. This does not affect the rate at which she gains additional uses per day of smite evil, so she still gains her second use at 4th level, her third at 7th level, and so on. This ability alters divine grace and smite evil.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
