<<<<<<< HEAD
Class,Tags,Combined,Archetype,id,Level,Class Ability,Description,Img
Spiritualist,"[[""Spiritualist""],[""Shadow Caller""]]",Spiritualist (Shadow Caller),Shadow Caller,<id-00019,9,See in Darkness,"<p>At 9th level, a shadow caller can gain the see in darkness universal monster ability as a standard action. She can use this ability for a number of rounds per day equal to her spiritualist level, though these rounds need not be consecutive.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Zeitgeist Binder""]]",Spiritualist (Zeitgeist Binder),Zeitgeist Binder,<id-00010,1,Settlement Aspect,"<p>A zeitgeist binder gains a number of spell-like abilities tied to her zeitgeist's settlement aspect. Other than being based on Wisdom instead of Charisma, these work the same way as the fractured mind's emotional power ability (Pathfinder RPG Occult Adventures 109). The masterwork transformation spell-like ability does not ignore the material component.</p><p>Corruption: Conditional favor (5th), false belief (7th), charm person (9th), mass suggestion (16th).</p><p>Crime: Crime of opportunity (5th), pilfering handUC (7th), demand offeringOA (9th), crime wave (16th).</p><p>Economy: Crafter's fortuneAPG (5th), masterwork transformationAPG (7th), beguiling gift (9th), major creation (16th).</p><p>Law: Detect chaos (5th), arrow of lawUM (7th), peacebondUC (9th), mark of justice (16th).</p><p>Lore: Object readingOA (5th), hypercognitionOA (7th), heightened awarenessACG (9th), legend lore (16th).</p><p>Society: Cultural adaptation (5th), rumormonger (7th), share languageAPG (9th), coordinated effortAPG (16th).</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Zeitgeist Binder""]]",Spiritualist (Zeitgeist Binder),Zeitgeist Binder,<id-00007,2,Settlement Avatar,"<p>When a zeitgeist binder reaches 2nd level, the zeitgeist becomes a living avatar of the settlement. As a standard action, it can project its senses out into the settlement, perceiving the general pulse of its chosen aspect throughout the whole settlement as well as anything involving its aspect that is occurring within 50 feet per spiritualist level. The sensing works like enter imageAPG, so the zeitgeist attempts a Perception check at a - 10 penalty to notice any particular activity within range. The zeitgeist can use this ability for a number of rounds per day equal to the zeitgeist binder's spiritualist level. These rounds need not be consecutive.</p><p>When the zeitgeist binder reaches 10th level, the zeitgeist can project its senses to feel its settlement aspect at will. Additionally, the zeitgeist binder gains a bonus teamwork feat as long as she is in her zeitgeist's settlement. The zeitgeist binder must meet the teamwork feat's prerequisites, and she grants the feat as a bonus feat to her zeitgeist, even if it doesn't meet the prerequisites.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Shadow Caller""]]",Spiritualist (Shadow Caller),Shadow Caller,<id-00027,1,Shade,"<p>A shadow caller gains a special kind of phantom known as a shade. A shade functions as a phantom, except as noted below. A shade is from the Shadow Plane instead of the Ethereal Plane. A shade is not confined to the shadow caller's consciousness, but instead inhabits her shadow.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Shadow Caller""]]",Spiritualist (Shadow Caller),Shadow Caller,<id-00006,1,Shadow Bound,"<p>A shadow caller's shade remains stable while adjacent to the shadow caller, or while up to 5 feet away from the shadow caller for every 5 levels the shadow caller possesses. If the shade moves beyond this distance, it is automatically dismissed back to the Shadow Plane (preventing the shade from being summoned back for 24 hours) unless the shadow caller concentrates as per the etheric tether ability. However, if both the shadow caller and shade are in areas of total darkness, the shade can move any distance from the shadow caller. If the shade is beyond its maximum distance and enters an area of dim or brighter illumination, it immediately returns to the Shadow Plane and cannot be summoned for 24 hours.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Shadow Caller""]]",Spiritualist (Shadow Caller),Shadow Caller,<id-00011,6,Shadow Jump,"<p>At 6th level, when a shadow caller's shade inhabits her shadow, she can travel between shadows as per the shadowdancer's shadow jump ability. Each day, she can travel a total of 40 feet per spiritualist level in this way and, as with a shadowdancer, the distance is rounded to the nearest 10-foot increment.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Shadow Caller""]]",Spiritualist (Shadow Caller),Shadow Caller,<id-00026,1,Shadowcaster,"<p>A shadow caller adds darkness and deeper darkness to their class spell list as 2nd- and 3rd-level spells, respectively. When her shade (see below) inhabits her shadow, the shadow caller's effective caster level is one higher when she casts all spells with the shadow or darkness descriptor.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Necrologist""]]",Spiritualist (Necrologist),Necrologist,<id-00005,1,Shared Consciousness,"<p>At 1st level, while a phantom is confined in a spiritualist's consciousness (but not while it's fully manifested or banished to the Ethereal Plane), it grants the spiritualist the Skill Focus feat in two skills determined by the phantom's emotional focus, unless the spiritualist already has Skill Focus in those skills. It also grants a +4 bonus on saving throws against all mind-affecting effects; at 12th level, this bonus increases to +8. Lastly, once per day, when the spiritualist fails a saving throw against a mind-affecting effect, as an immediate action she can shunt that effect into the phantom's section of her consciousness instead. When she does so, she is not affected by the mind-affecting effect, but for the normal duration of that effect, the spiritualist loses the bonuses on saving throws against mind-affecting effects and the Skill Focus effects granted by her phantom, and can't use this ability to shunt a mind-affecting effect into the phantom's consciousness or manifest her phantom in any way. When a mind-affecting effect is shunted into the phantom's consciousness, spells such as dispel magic and break enchantment can be cast on the spiritualist to end the effect's duration as if the spiritualist were affected by the mind-affecting effect.</p><p>A necrologist gains a bonus on saving throws against death effects, energy drain, and negative energy rather than against mind-affecting effects (and can shunt such an effect onto the phantom) when her undead phantom is contained within her consciousness.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Totem Spiritualist""]]",Spiritualist (Totem Spiritualist),Totem Spiritualist,<id-00026,1,Shared Instincts,<p>A totem spiritualist doesn't gain Skill Focus feats while a phantom animal is confined in her consciousness. She instead gains a number of bonus ranks in Knowledge (nature) equal to the phantom animal's Hit Dice.</p>,systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Fated Guide""]]",Spiritualist (Fated Guide),Fated Guide,<id-00026,1,Shepherd to the Dead,<p>A fated guide adds disrupt undead and sanctify corpseUM to her list of spells known.</p>,systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Phantom Blade""]]",Spiritualist (Phantom Blade),Phantom Blade,<id-00006,1,Spell Combat,<p>A phantom blade can cast spells and wield her phantom weapon at the same time. This functions as the magus's spell combat class ability (Ultimate Magic 10).</p>,systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Scourge""]]",Spiritualist (Scourge),Scourge,<id-00009,4,Spell Scourge,"<p>At 4th level, when a scourge's phantom damages a creature, it causes severe pain, requiring that creature to succeed at a concentration check (DC = 20 + spell level) to use spells, spell-like abilities, and other abilities that require concentration for 1 round. The phantom gains a +2 bonus on attack and damage rolls when making attacks of opportunity. Any creature threatened by the scourge's phantom takes a -2 penalty on concentration checks.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Necrologist""]]",Spiritualist (Necrologist),Necrologist,<id-00002,1,Spells,"<p>A necrologist adds the following spells to her class list: 1st-hide from undead; 2nd-ghostly disguiseUM, haunting mistsUM; 3rd-haunting choirUM; 4th-lesser age resistanceUM; 5th-age resistanceUM; 6th-greater age resistance UM, create greater undead.</p><p>A spiritualist casts psychic spells drawn from the spiritualist spell list. She can cast any spell she knows without preparing it ahead of time, assuming she has not yet used up her allotment of spells per day for the spell's level. To learn or cast a spell, a spiritualist must have a Wisdom score equal to at least 10 + the spell level. The Difficulty Class for a saving throw against a spiritualist's spell equals 10 + the spell level + the spiritualist's Wisdom modifier.</p><p>A spiritualist can cast only a certain number of spells of each spell level per day. Her base daily spell allotment is given on Table 1-9: Spiritualist. In addition, she receives bonus spells per day if she has a high Wisdom score (see Table 1-3 on page 17 of the Pathfinder RPG Core Rulebook).</p><p>A spiritualist's selection of spells is limited. A spiritualist begins play knowing four 0-level spells and two 1st-level spells of the spiritualist's choice. At each new spiritualist level, she learns one or more new spells as indicated on Table 1-10: Spiritualist Spells Known. Unlike her number of spells per day, the number of spells a spiritualist knows does not affect her Wisdom score. The numbers on Table 1-10 are fixed.</p><p>Upon reaching 5th level, and at every third spiritualist level thereafter (8th, 11th, and so on), a spiritualist can learn a single new spell in place of one she already knows. In effect, the spiritualist loses the old spell in exchange for the new one. The new spell's level must be the same as that of the spell being exchanged, and it must be at least 1 level lower than the highest-level spiritualist spell she can cast. A spiritualist can swap out only a single spell at any given level and must choose whether or not to swap the spell at the same time that she gains new spells known for the level.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Phantom Blade""]]",Spiritualist (Phantom Blade),Phantom Blade,<id-00007,2,Spellstrike,"<p>At 2nd level, a phantom blade can deliver spells through her phantom weapon. This functions like the magus's spellstrike class ability (Ultimate Magic 10) except the only weapon the spiritualist can use to deliver spells is her phantom weapon.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Involutionist""]]",Spiritualist (Involutionist),Involutionist,<id-00010,5,Spirit Awareness,"<p>At 5th level, an involutionist gains great insight into the spiritual influence people invest into the world around them. She can cast detect psychic significanceOA as a spell-like ability at will and analyze auraOA once per day as a spell-like ability (CL = her character level).</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Involutionist""]]",Spiritualist (Involutionist),Involutionist,<id-00028,3,Spirit Manifestation,"<p>At 3rd level, when an involutionist uses her bonded manifestation ability, she can instead manifest her spirit phantom's spirit animal special ability and use her spirit phantom's hexes as if they were her own. Hexes used during this manifestation count toward any limited number of uses per day.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Phantom Blade""]]",Spiritualist (Phantom Blade),Phantom Blade,<id-00008,3,Spirit of War,"<p>At 3rd level and every 5 spiritualist levels thereafter, a phantom blade gains a bonus combat feat. The spiritualist must meet the prerequisites for these feats, but she treats her spiritualist level as her base attack bonus (in addition to base attack bonuses gained from other classes and racial Hit Dice) for the purpose of qualifying for these feats. The phantom blade also treats her spiritualist level as her fighter level for the purpose of selecting feats with a minimum number of fighter levels as a prerequisite.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Involutionist""]]",Spiritualist (Involutionist),Involutionist,<id-00027,1,Spirit Phantom,"<p>An involutionist's phantom is manifested from her own psyche and invested into the spirit-stuff of the world around her. Rather than an emotional focus, the involutionist selects a spirit from those available to the shaman (Pathfinder RPG Advanced Class Guide 35). A spirit phantom always has good Fortitude and Reflex saves, and it gains a number of ranks equal to the phantom's Hit Dice in two skills depending on the spirit it represents, as summarized on the table below.</p>  <table>  	<tr>  		<td><b>Spirit</b></td>  		<td><b>Associated Skills</b></td>  	</tr>  	<tr>  		<td>Battle</td>  		<td>Intimidate and Sense Motive</td>  	</tr>  	<tr>  		<td>Bones</td>  		<td>Heal and Stealth</td>  	</tr>  	<tr>  		<td>Flame</td>  		<td>Acrobatics and Intimidate</td>  	</tr>  	<tr>  		<td>Heavens</td>  		<td>Acrobatics and Fly</td>  	</tr>  	<tr>  		<td>Life</td>  		<td>Diplomacy and Heal</td>  	</tr>  	<tr>  		<td>Lore</td>  		<td>Knowledge (arcana) and Linguistics</td>  	</tr>  	<tr>  		<td>Nature</td>  		<td>Knowledge (nature) and Survival</td>  	</tr>  	<tr>  		<td>Stone</td>  		<td>Appraise and Knowledge (engineering)</td>  	</tr>  	<tr>  		<td>Waves</td>  		<td>Diplomacy and Swim</td>  	</tr>  	<tr>  		<td>Wind</td>  		<td>Bluff and Sense Motive</td>  	</tr>  </table>  <p>When fully manifested, the involutionist's spirit phantom gains the special ability normally applied to a shaman's spirit animal. The spirit phantom also gains a single hex from the list of those provided by that spirit. At 7th, 12th, and 17th levels, the spirit phantom gains one additional hex from this list.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Usher of Lost Souls""]]",Spiritualist (Usher of Lost Souls),Usher of Lost Souls,<id-00007,2,Spirit Senses,"<p>At 2nd level, an usher of lost souls gains a bonus equal to half her spiritualist level on Perception checks to detect haunts and incorporeal creatures and on Sense Motive checks to determine whether a creature is possessed, under the effects of an enchantment or curse, or otherwise magically controlled.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Ectoplasmatist""]]",Spiritualist (Ectoplasmatist),Ectoplasmatist,<id-00008,3,Spiritual Combat,"<p>At 3rd level, as a full-round action, an ectoplasmatist can make all of her attacks with a single light or one-handed ectoplasmic lash wielded in one hand, and also cast a single spiritualist spell with a casting time of one standard action as a free action either before or after making the ectoplasmic lash attacks. The ectoplasmatist takes a -2 penalty on her attack rolls when using spiritual combat. If she decides to cast the spell defensively, she can choose to take an additional penalty on her attack rolls up to her Wisdom bonus, and add the same amount as a circumstance bonus on her concentration check. If the concentration check fails, the spell is wasted, but the attacks still take the penalty.</p><p>Also, when the ectoplasmatist casts a spiritualist spell with a range of touch, she can deliver the spell through one of her ectoplasmic lashes. Instead of making the free melee touch attack she would normally use to deliver the spell, the ectoplasmatist can choose to make a free ectoplasmic lash attack at her highest base attack bonus. A successful lash attack deals damage normally and imparts the spell's effects. The ectoplasmatist can't hold the charge if her lash attack misses.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Plague Eater""]]",Spiritualist (Plague Eater),Plague Eater,<id-00027,4,Spiritual Inoculation,"<p>At 4th level, whenever a plague eater is within reach of her ectoplasmic manifested phantom, she gains a +4 circumstance bonus on saving throws against disease.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Geist Channeler""]]",Spiritualist (Geist Channeler),Geist Channeler,<id-00026,3,Spiritual Manifestation,"<p>Because of the nature of her phantom, a geist channeler can use the bonded manifestation ability to manifest his phantom only in incorporeal form. This ability alters bonded manifestation.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Onmyoji""]]",Spiritualist (Onmyoji),Onmyoji,<id-00005,1,Spiritual Resistance,"<p>An onmyoji's phantom provides her with protection from supernatural forces. While the phantom is confined within the onmyoji's consciousness (not stranded on the Ethereal Plane or fully manifested), it grants her a +2 bonus on saving throws against the spell-like and supernatural abilities of fey, outsiders, and incorporeal undead. At 6th level and every 6 levels thereafter, this bonus increases by 1 (to a maximum of +5 at 18th level). This ability replaces shared consciousness and fused consciousness.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Fated Guide""]]",Spiritualist (Fated Guide),Fated Guide,<id-00027,3,Thanatopic Bonded Manifestation,"<p>A 3rd level, a fated guide can bond with her phantom to channel the influence of Pharasma and her servitors. When a spiritualist gains this ability, she must replace her ability to form either an ectoplasmic bonded manifestation or an incorporeal bonded manifestation.</p><p>When the fated guide uses this thanatopic bond, she gains access to the benefits of her phantom's Deific Obedience feat, and can use speak with dead as per the spell, asking a maximum of one question per spiritualist level she has each day, and no more than one question per corpse; asking a question and getting an answer requires 2 full rounds.</p><p>At 8th level, the fated guide can act normally even after being reduced below 0 hit points. The spiritualist immediately dies if reduced to a number of negative hit points equal to her Constitution score. She takes 1 extra point of damage each round she performs a strenuous action, such as attacking or casting a spell, and immediately falls unconscious and begins dying if she dismisses the thanatopic bond or the duration of bonded manifestation expires. Maintaining her nearly dead form is taxing, and each round that she remains active below 0 hit points consumes 2 rounds of bonded manifestation's duration.</p><p>At 13th level, while using her thanatopic bonded manifestation, the fated guide can cast antilife shell as a spell-like ability. Maintaining this spell quickly exhausts her phantom, and each round she maintains the spell consumes 2 rounds of bonded manifestation's duration.</p><p>At 18th level, the fated guide's touch banishes the unquiet dead. She can deal 10d6 points of positive energy damage (Will half; DC = 10 + 1/2 the fated guide's spiritualist level + her Wisdom modifier) as a touch attack against undead creatures. An undead creature that successfully saves against this touch attack is immune to the same fated guide's positive energy touch for 24 hours.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Priest of the Fallen""]]",Spiritualist (Priest of the Fallen),Priest of the Fallen,<id-00013,20,True Legend,"<p>At 20th level, a priest of the fallen is strong enough to confine a phantom in her consciousness as a standard action. On the start of her following turn, she gains access to all standard spiritualist abilities involving a confined phantom. She can confine her phantom for a number of rounds per day equal to 4 + her Wisdom modifier.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Totem Spiritualist""]]",Spiritualist (Totem Spiritualist),Totem Spiritualist,<id-00024,17,Twin Phantoms,"<p>At 17th level, the totem spiritualist can call upon two of her phantom animals at once. As a standard action, she can manifest a second phantom animal. The phantom animal remains for a number of rounds per day equal to her spiritualist level and can be dismissed as a free action. This duration does not need to be consecutive.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Shadow Caller""]]",Spiritualist (Shadow Caller),Shadow Caller,<id-00020,10,Umbral Aura,"<p>At 10th level, a shadow caller is wreathed in an aura of darkness while her shade inhabits her shadow, gaining 50% concealment against creatures without darkvision or the see in darkness ability. Additionally, the shadow caller's square and all adjacent squares are treated as areas of dim illumination while she benefits from this ability; this second effect counts as a 4th-level darkness spell for the purpose of adjudicating light and darkness effects. While her shade inhabits her shadow, the shadow caller can hide in plain sight, even if an observing creature has darkvision or see in darkness.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Necrologist""]]",Spiritualist (Necrologist),Necrologist,<id-00026,1,Undead Phantom,"<p>A necrologist's phantom is undead, rather than an outsider. It has normal undead immunities and no Constitution score; uses d8 Hit Dice, each of which is modified by the phantom's Charisma modifier as normal; and gains the abilities below at the levels indicated. An undead phantom otherwise follows the standard phantom rules (for instance, its base attack bonus and skills don't change to match undead).</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Fated Guide""]]",Spiritualist (Fated Guide),Fated Guide,<id-00023,16,Undeniable Bond,"<p>When the fated guide reaches 16th level, her phantom gains an additional +4 bonus on saving throws against banishment, dismissal, or other similar effects, for a total of +8. This ability replaces the call spirit ability.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Quintessentialist""]]",Spiritualist (Quintessentialist),Quintessentialist,<id-00026,1,Unfocused Spellcasting,"<p>A quintessentialist's sheared mind has difficulty focusing on even the simplest spells. All of her spells have a minimum casting time of 1 round, even if casting a spell would normally take less time, such as a standard action.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Haunted""]]",Spiritualist (Haunted),Haunted,<id-00008,3,Usurp Manifestation,"<p>At 3rd level, the haunted's phantom begins to subtly subvert the relationship with its master, gaining rather than granting power from the connection. When fully manifested in ectoplasmic form, the phantom can use its usurp manifestation ability to draw upon the haunted's body to strengthen its ectoplasmic might, temporarily weakening the spiritualist in order to increase its own power. The phantom must activate this ability as an immediate action at the start of the spiritualist's turn, and it can use this ability a number of rounds per day equal to 3 + the haunted's spiritualist level. The rounds don't need to be consecutive, and the phantom can dismiss the effects of a usurped manifestation as a free action on its turn. While this ability is in effect, the haunted's features become sunken and withdrawn, and she gains the nauseated condition until the effect ends. Conversely, the phantom surges in size and power, becoming one size category larger (as if affected by an enlarge person spell) and increasing its natural armor bonus to AC by 2 for the effect's duration. If the spiritualist prevents or mitigates the nauseated condition, the phantom is unable to siphon energy and doesn't gain the benefits of usurp manifestation.</p><p>At 8th level and every 5 levels thereafter (13th and 18th levels), the phantom gains new abilities while using usurp manifestation.</p><p><i>Usurp Spell: </i>At 8th level, while using usurp manifestation, the phantom can leech spell slots from the haunted to increase its own power. The phantom can reach through the etheric tether as a swift action to drain the nauseated haunted's psychic spell energy, effectively taking any touch spell or spell with a target of 'you' that the haunted knows and casting it on itself (assuming the haunted has not yet used up her allotment of spells per day for the spell's level). This ability consumes two of the haunted's spell slots of the appropriate level and otherwise follows the rules for the share spells and deliver touch spells abilities.</p><p><i>Teleplasmic Surge: </i>At 13th level, when using usurp manifestation, the phantom gains a +2 morale bonus on attack rolls, saving throws, and skill checks.</p><p><i>Ferocious Phantom: </i>At 18th level, when using usurp manifestation the phantom gains DR 10/slashing and spell resistance equal to 11 + the haunted's spiritualist level (this spell resistance doesn't apply to spells originating from the spiritualist or from the usurp spell ability).</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Haunted""]]",Spiritualist (Haunted),Haunted,<id-00024,17,Usurped Bond,"<p>At 17th level, the haunted's phantom can use usurp manifestation for a number of rounds per day equal to 3 + double the haunted's spiritualist level. This ability replaces dual bond.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Ward Spiritualist""]]",Spiritualist (Ward Spiritualist),Ward Spiritualist,<id-00007,1,Ward Implement,"<p>The ward spiritualist gains a single implement school of her choice, as an occultist, along with its resonant focus power and base focus power. The ward spiritualist does not gain additional spells from her ward implement, and it always starts each day with mental focus invested equal to half her class level (minimum 1).</p><p>When she gains her ward implement, the ward spiritualist must choose either to have a physical implement or to be the implement herself. If she chooses to have a physical implement, her spiritualist spells include it as a focus component, and she can change what item is her implement when she regains her spells at the start of each day. Her implement must be an item that can be held in one hand, and it cannot be a manufactured weapon. If the ward spiritualist chooses to be her own ward implement, her spiritualist spells always have a somatic component in addition to their other components; this component does not become an emotion component.</p><p>She can remove the focus or somatic component of her spells, but this requires a concentration check with a DC equal to 15 + twice the spell level, which is increased for a thought component as normal.</p><p>She gains a focus power for her implement school at 2nd level, and again at 6th level and 12th level. She must meet the prerequisites of these focus powers, treating her spiritualist level as her occultist level for focus power prerequisites. She also treats her spiritualist level as her occultist level for feat prerequisites.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Soul Warden""]]",Spiritualist (Soul Warden),Soul Warden,<id-00008,3,Warding Vessel,"<p>At 3rd level, a soul warden can allow a spirit, soul, or incorporeal creature to hide inside her. While within the soul warden, the warded creature can communicate with the soul warden, and it can be targeted only by effects that could target a creature possessing another creature's body. The warded creature has no other influence over the soul warden or her body. If the soul warden is reduced below 0 hit points, the warded creature is expelled.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Phantom Blade""]]",Spiritualist (Phantom Blade),Phantom Blade,<id-00001,1,Weapon and Armor Proficiency,<p>A phantom blade is proficient with all simple and martial weapons. She is also proficient with light and medium armor. This ability alters the spiritualist's weapon and armor proficiency.</p>,systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Plague Eater""]]",Spiritualist (Plague Eater),Plague Eater,<id-00023,16,Withdraw Affliction,"<p>At 16th level, a plague eater can reach into a body, remove an affliction directly from the flesh, and use the diseased matter as a weapon. She can cast withdraw affliction once per day as a spell-like ability with a caster level equal to her spiritualist level.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Seeker of Enlightenment""]]",Spiritualist (Seeker of Enlightenment),Seeker of Enlightenment,<id-00010,5,Words of the Past,"<p>At 5th level, a seeker of enlightenment's connection with her past lives becomes so strong that she can cast comprehend languages at will as a spell-like ability, with a caster level equal to her spiritualist level.</p>",systems/pf1/icons/skills/water_07.jpg
Spiritualist,"[[""Spiritualist""],[""Zeitgeist Binder""]]",Spiritualist (Zeitgeist Binder),Zeitgeist Binder,<id-00026,1,Zeitgeist,"<p>A zeitgeist binder's phantom is called a zeitgeist. In addition to an emotion, a zeitgeist is tied to one aspect of its settlement: corruption, crime, economy, law, lore, or society (Pathfinder RPG GameMastery Guide 204). In order to select an aspect, that aspect of the settlement must have a positive modifier (for instance, a settlement with a negative lore modifier or a modifier of 0 could not manifest a lore zeitgeist). Although a zeitgeist personifies a single chosen settlement, a zeitgeist binder can call it anywhere, but outside the bounds of its settlement, it loses the benefits of its settlement aspect and settlement avatar abilities.</p>",systems/pf1/icons/skills/water_07.jpg
>>>>>>> 75666e4b7e8e0ec784943f2553f7bc63d2fe7216
